UserWarning: Using SDL2 binaries from pysdl2-dll 2.32.0
[agent] Loaded ROM: /Users/bdougie/code/pcc-labs/autotune/rom/Pokemon - Red Version (USA, Europe) (SGB Enhanced).gb
[agent] Strategy: medium
[agent] Evolve params: {"stuck_threshold": 4, "door_cooldown": 10, "waypoint_skip_distance": 3, "axis_preference_map_0": "y", "bt_max_snapshots": 8, "bt_restore_threshold": 19, "bt_max_attempts": 3, "bt_snapshot_interval": 34, "hp_run_threshold": 0.2, "hp_heal_threshold": 0.15, "unknown_move_score": 10.0, "status_move_score": 0.0}
[agent] Running headless — no display
[17:44:04] Agent starting.
[17:44:04] Loaded save state from /Users/bdougie/code/pcc-labs/autotune/states/route1.state. Skipping intro.
[17:44:04] QUEST | map=12 pos=(10,34) facing=up parcel_quest phase=TO_MART map=12 parcel=False pokedex=False target=pilot-north
[17:44:04] OVERWORLD | Map: 12 | Pos: (10, 34) | Badges: 0 | Party: 1 | Action: up | Stuck: 0 | WP: 0→(10,28)
[17:44:08] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1077 | WP: 0→(10,28)
[17:44:08] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1127 | WP: 0→(10,28)
[17:44:08] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1177 | WP: 0→(10,28)
[17:44:08] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1227 | WP: 0→(10,28)
[17:44:08] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1277 | WP: 0→(10,28)
[17:44:08] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1327 | WP: 0→(10,28)
[17:44:09] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1377 | WP: 0→(10,28)
[17:44:09] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1427 | WP: 0→(10,28)
[17:44:09] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1477 | WP: 0→(10,28)
[17:44:09] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1527 | WP: 0→(10,28)
[17:44:09] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1577 | WP: 0→(10,28)
[17:44:09] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1627 | WP: 0→(10,28)
[17:44:10] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1677 | WP: 0→(10,28)
[17:44:10] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1727 | WP: 0→(10,28)
[17:44:10] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1777 | WP: 0→(10,28)
[17:44:10] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1827 | WP: 0→(10,28)
[17:44:10] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1877 | WP: 0→(10,28)
[17:44:10] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1927 | WP: 0→(10,28)
[17:44:11] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 1977 | WP: 0→(10,28)
[17:44:11] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2027 | WP: 0→(10,28)
[17:44:11] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2077 | WP: 0→(10,28)
[17:44:11] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2127 | WP: 0→(10,28)
[17:44:11] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2177 | WP: 0→(10,28)
[17:44:11] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2227 | WP: 0→(10,28)
[17:44:12] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2277 | WP: 0→(10,28)
[17:44:12] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2327 | WP: 0→(10,28)
[17:44:12] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2377 | WP: 0→(10,28)
[17:44:12] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2427 | WP: 0→(10,28)
[17:44:12] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2477 | WP: 0→(10,28)
[17:44:12] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2527 | WP: 0→(10,28)
[17:44:13] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2577 | WP: 0→(10,28)
[17:44:13] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2627 | WP: 0→(10,28)
[17:44:13] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2677 | WP: 0→(10,28)
[17:44:13] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2727 | WP: 0→(10,28)
[17:44:13] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2777 | WP: 0→(10,28)
[17:44:13] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2827 | WP: 0→(10,28)
[17:44:14] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2877 | WP: 0→(10,28)
[17:44:14] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2927 | WP: 0→(10,28)
[17:44:14] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 2977 | WP: 0→(10,28)
[17:44:14] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3027 | WP: 0→(10,28)
[17:44:14] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3077 | WP: 0→(10,28)
[17:44:14] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3127 | WP: 0→(10,28)
[17:44:15] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3177 | WP: 0→(10,28)
[17:44:15] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3227 | WP: 0→(10,28)
[17:44:15] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3277 | WP: 0→(10,28)
[17:44:15] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3327 | WP: 0→(10,28)
[17:44:15] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3377 | WP: 0→(10,28)
[17:44:15] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3427 | WP: 0→(10,28)
[17:44:16] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3477 | WP: 0→(10,28)
[17:44:16] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3527 | WP: 0→(10,28)
[17:44:16] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3577 | WP: 0→(10,28)
[17:44:16] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3627 | WP: 0→(10,28)
[17:44:16] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3677 | WP: 0→(10,28)
[17:44:17] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3727 | WP: 0→(10,28)
[17:44:17] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3777 | WP: 0→(10,28)
[17:44:17] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3827 | WP: 0→(10,28)
[17:44:17] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3877 | WP: 0→(10,28)
[17:44:17] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3927 | WP: 0→(10,28)
[17:44:17] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 3977 | WP: 0→(10,28)
[17:44:18] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4027 | WP: 0→(10,28)
[17:44:18] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4077 | WP: 0→(10,28)
[17:44:18] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4127 | WP: 0→(10,28)
[17:44:18] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4177 | WP: 0→(10,28)
[17:44:18] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4227 | WP: 0→(10,28)
[17:44:18] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4277 | WP: 0→(10,28)
[17:44:19] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4327 | WP: 0→(10,28)
[17:44:19] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4377 | WP: 0→(10,28)
[17:44:19] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4427 | WP: 0→(10,28)
[17:44:19] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4477 | WP: 0→(10,28)
[17:44:19] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4527 | WP: 0→(10,28)
[17:44:19] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4577 | WP: 0→(10,28)
[17:44:20] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4627 | WP: 0→(10,28)
[17:44:20] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4677 | WP: 0→(10,28)
[17:44:20] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4727 | WP: 0→(10,28)
[17:44:20] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4777 | WP: 0→(10,28)
[17:44:20] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4827 | WP: 0→(10,28)
[17:44:20] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4877 | WP: 0→(10,28)
[17:44:21] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4927 | WP: 0→(10,28)
[17:44:21] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 4977 | WP: 0→(10,28)
[17:44:21] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5027 | WP: 0→(10,28)
[17:44:21] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5077 | WP: 0→(10,28)
[17:44:21] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5127 | WP: 0→(10,28)
[17:44:21] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5177 | WP: 0→(10,28)
[17:44:22] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5227 | WP: 0→(10,28)
[17:44:22] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5277 | WP: 0→(10,28)
[17:44:22] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5327 | WP: 0→(10,28)
[17:44:22] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5377 | WP: 0→(10,28)
[17:44:22] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5427 | WP: 0→(10,28)
[17:44:22] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5477 | WP: 0→(10,28)
[17:44:23] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5527 | WP: 0→(10,28)
[17:44:23] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5577 | WP: 0→(10,28)
[17:44:23] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5627 | WP: 0→(10,28)
[17:44:23] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5677 | WP: 0→(10,28)
[17:44:23] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5727 | WP: 0→(10,28)
[17:44:23] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5777 | WP: 0→(10,28)
[17:44:24] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5827 | WP: 0→(10,28)
[17:44:24] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5877 | WP: 0→(10,28)
[17:44:24] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5927 | WP: 0→(10,28)
[17:44:24] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 5977 | WP: 0→(10,28)
[17:44:24] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6027 | WP: 0→(10,28)
[17:44:24] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6077 | WP: 0→(10,28)
[17:44:25] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6127 | WP: 0→(10,28)
[17:44:25] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6177 | WP: 0→(10,28)
[17:44:25] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6227 | WP: 0→(10,28)
[17:44:25] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6277 | WP: 0→(10,28)
[17:44:25] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6327 | WP: 0→(10,28)
[17:44:25] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6377 | WP: 0→(10,28)
[17:44:26] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6427 | WP: 0→(10,28)
[17:44:26] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6477 | WP: 0→(10,28)
[17:44:26] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6527 | WP: 0→(10,28)
[17:44:26] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6577 | WP: 0→(10,28)
[17:44:26] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6627 | WP: 0→(10,28)
[17:44:26] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6677 | WP: 0→(10,28)
[17:44:27] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6727 | WP: 0→(10,28)
[17:44:27] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6777 | WP: 0→(10,28)
[17:44:27] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6827 | WP: 0→(10,28)
[17:44:27] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6877 | WP: 0→(10,28)
[17:44:27] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6927 | WP: 0→(10,28)
[17:44:28] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 6977 | WP: 0→(10,28)
[17:44:28] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7027 | WP: 0→(10,28)
[17:44:28] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7077 | WP: 0→(10,28)
[17:44:28] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7127 | WP: 0→(10,28)
[17:44:28] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7177 | WP: 0→(10,28)
[17:44:28] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7227 | WP: 0→(10,28)
[17:44:29] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7277 | WP: 0→(10,28)
[17:44:29] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7327 | WP: 0→(10,28)
[17:44:29] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7377 | WP: 0→(10,28)
[17:44:29] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7427 | WP: 0→(10,28)
[17:44:29] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7477 | WP: 0→(10,28)
[17:44:29] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7527 | WP: 0→(10,28)
[17:44:30] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7577 | WP: 0→(10,28)
[17:44:30] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7627 | WP: 0→(10,28)
[17:44:30] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7677 | WP: 0→(10,28)
[17:44:30] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7727 | WP: 0→(10,28)
[17:44:30] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7777 | WP: 0→(10,28)
[17:44:30] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7827 | WP: 0→(10,28)
[17:44:31] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7877 | WP: 0→(10,28)
[17:44:31] OVERWORLD | Map: 12 | Pos: (10, 20) | Badges: 0 | Party: 1 | Action: left | Stuck: 7927 | WP: 0→(10,28)
[17:44:31] Session complete. Turns: 8000 | Wins: 1
[17:44:31] POKEDEX | Wrote /Users/bdougie/code/pcc-labs/pokemon-kafka/pokedex/log205.md
